 CD_PLEITO;CD_ELEICAO;  CD_CARGO;SG_UE_UF;DT_TOTALIZACAO     ;QT_SECOES_TOTAL;QT_APTOS_TOTAL;QT_SECOES_TOT;QT_SECOES_TOT_ACUMULADO;PE_SECOES_TOT_ACUMULADO                      ;QT_APTOS_TOT;QT_APTOS_TOT_ACUMULADO;QT_VOTOS_TOTAL;QT_VOTOS_TOTAL_ACUMULADO;QT_VOTOS_CONCORRENTES;QT_VOTOS_CONCORRENTES_ACUMULADO;LULA_QT_VOTOS_TOT;LULA_QT_VOTOS_TOT_ACUMULADO;LULA_PE_VOTOS_TOT_ACUMULADO                  ;JAIR_BOLSONARO_QT_VOTOS_TOT;JAIR_BOLSONARO_QT_VOTOS_TOT_ACUMULADO;JAIR_BOLSONARO_PE_VOTOS_TOT_ACUMULADO        ;BRANCO_QT_VOTOS_TOT;BRANCO_QT_VOTOS_TOT_ACUMULADO;BRANCO_PE_VOTOS_TOT_ACUMULADO                ;NULO_QT_VOTOS_TOT;NULO_QT_VOTOS_TOT_ACUMULADO;NULO_PE_VOTOS_TOT_ACUMULADO
       407;       545;         1;BR      ;30/10/2022 19:22:27;         472075;     156454011;          119;                 446808;                                     0,946477;       37322;             148115931;         29306;               117747094;                27827;                      112355165;            12940;                   56909627;                                     0,506515;                      14887;                             55445538;                                     0,493485;                486;                      1673497;                                     0,014213;              993;                    3718432;                                     0,031580
       407;       545;         1;BR      ;30/10/2022 19:22:28;         472075;     156454011;          161;                 446969;                                     0,946818;       56926;             148172857;         45279;               117792373;                42376;                      112397541;            21143;                   56930770;                                     0,506513;                      21233;                             55466771;                                     0,493487;                946;                      1674443;                                     0,014215;             1957;                    3720389;                                     0,031584
       407;       545;         1;BR      ;30/10/2022 19:22:29;         472075;     156454011;           43;                 447012;                                     0,946909;       14505;             148187362;         11887;               117804260;                11127;                      112408668;             4820;                   56935590;                                     0,506505;                       6307;                             55473078;                                     0,493495;                234;                      1674677;                                     0,014216;              526;                    3720915;                                     0,031586
       407;       545;         1;BR      ;30/10/2022 19:22:30;         472075;     156454011;           45;                 447057;                                     0,947004;       15777;             148203139;         12460;               117816720;                11697;                      112420365;             5581;                   56941171;                                     0,506502;                       6116;                             55479194;                                     0,493498;                260;                      1674937;                                     0,014216;              503;                    3721418;                                     0,031587
       407;       545;         1;BR      ;30/10/2022 19:22:31;         472075;     156454011;           78;                 447135;                                     0,947169;       27999;             148231138;         22352;               117839072;                21141;                      112441506;             8893;                   56950064;                                     0,506486;                      12248;                             55491442;                                     0,493514;                443;                      1675380;                                     0,014218;              768;                    3722186;                                     0,031587
       407;       545;         1;BR      ;30/10/2022 19:22:32;         472075;     156454011;           28;                 447163;                                     0,947229;        9446;             148240584;          7415;               117846487;                 6989;                      112448495;             2998;                   56953062;                                     0,506481;                       3991;                             55495433;                                     0,493519;                142;                      1675522;                                     0,014218;              284;                    3722470;                                     0,031587
       407;       545;         1;BR      ;30/10/2022 19:22:35;         472075;     156454011;           40;                 447203;                                     0,947313;       11640;             148252224;          9300;               117855787;                 8845;                      112457340;             4648;                   56957710;                                     0,506483;                       4197;                             55499630;                                     0,493517;                178;                      1675700;                                     0,014218;              277;                    3722747;                                     0,031587
       407;       545;         1;BR      ;30/10/2022 19:22:36;         472075;     156454011;           81;                 447284;                                     0,947485;       27386;             148279610;         21717;               117877504;                20396;                      112477736;            14630;                   56972340;                                     0,506521;                       5766;                             55505396;                                     0,493479;                288;                      1675988;                                     0,014218;             1033;                    3723780;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:22:37;         472075;     156454011;            3;                 447287;                                     0,947491;         725;             148280335;           583;               117878087;                  564;                      112478300;              512;                   56972852;                                     0,506523;                         52;                             55505448;                                     0,493477;                  2;                      1675990;                                     0,014218;               17;                    3723797;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:22:38;         472075;     156454011;            4;                 447291;                                     0,947500;         862;             148281197;           639;               117878726;                  603;                      112478903;              542;                   56973394;                                     0,506525;                         61;                             55505509;                                     0,493475;                 14;                      1676004;                                     0,014218;               22;                    3723819;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:22:39;         472075;     156454011;           20;                 447311;                                     0,947542;        5037;             148286234;          3993;               117882719;                 3814;                      112482717;             2392;                   56975786;                                     0,506529;                       1422;                             55506931;                                     0,493471;                 53;                      1676057;                                     0,014218;              126;                    3723945;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:22:40;         472075;     156454011;            3;                 447314;                                     0,947549;        1078;             148287312;           819;               117883538;                  761;                      112483478;              494;                   56976280;                                     0,506530;                        267;                             55507198;                                     0,493470;                 14;                      1676071;                                     0,014218;               44;                    3723989;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:22:41;         472075;     156454011;            3;                 447317;                                     0,947555;         714;             148288026;           553;               117884091;                  527;                      112484005;              403;                   56976683;                                     0,506531;                        124;                             55507322;                                     0,493469;                  8;                      1676079;                                     0,014218;               18;                    3724007;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:22:43;         472075;     156454011;           96;                 447413;                                     0,947758;       30697;             148318723;         24418;               117908509;                23062;                      112507067;            15180;                   56991863;                                     0,506563;                       7882;                             55515204;                                     0,493437;                312;                      1676391;                                     0,014218;             1044;                    3725051;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:22:44;         472075;     156454011;           13;                 447426;                                     0,947786;        4458;             148323181;          3798;               117912307;                 3526;                      112510593;             1976;                   56993839;                                     0,506564;                       1550;                             55516754;                                     0,493436;                 48;                      1676439;                                     0,014218;              224;                    3725275;                                     0,031594
       407;       545;         1;BR      ;30/10/2022 19:22:46;         472075;     156454011;            2;                 447428;                                     0,947790;         568;             148323749;           426;               117912733;                  395;                      112510988;              290;                   56994129;                                     0,506565;                        105;                             55516859;                                     0,493435;                  5;                      1676444;                                     0,014218;               26;                    3725301;                                     0,031594
       407;       545;         1;BR      ;30/10/2022 19:22:47;         472075;     156454011;            5;                 447433;                                     0,947801;        1883;             148325632;          1548;               117914281;                 1484;                      112512472;              811;                   56994940;                                     0,506566;                        673;                             55517532;                                     0,493434;                 17;                      1676461;                                     0,014218;               47;                    3725348;                                     0,031594
       407;       545;         1;BR      ;30/10/2022 19:22:48;         472075;     156454011;           17;                 447450;                                     0,947837;        5309;             148330941;          4250;               117918531;                 4115;                      112516587;             1376;                   56996316;                                     0,506559;                       2739;                             55520271;                                     0,493441;                 45;                      1676506;                                     0,014217;               90;                    3725438;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:22:49;         472075;     156454011;           40;                 447490;                                     0,947921;       14083;             148345024;         11583;               117930114;                11192;                      112527779;             3313;                   56999629;                                     0,506538;                       7879;                             55528150;                                     0,493462;                147;                      1676653;                                     0,014217;              244;                    3725682;                                     0,031592
       407;       545;         1;BR      ;30/10/2022 19:22:50;         472075;     156454011;            9;                 447499;                                     0,947940;        2995;             148348019;          2398;               117932512;                 2275;                      112530054;             1335;                   57000964;                                     0,506540;                        940;                             55529090;                                     0,493460;                 36;                      1676689;                                     0,014217;               87;                    3725769;                                     0,031592
       407;       545;         1;BR      ;30/10/2022 19:22:51;         472075;     156454011;            1;                 447500;                                     0,947943;         325;             148348344;           223;               117932735;                  209;                      112530263;              141;                   57001105;                                     0,506540;                         68;                             55529158;                                     0,493460;                  1;                      1676690;                                     0,014217;               13;                    3725782;                                     0,031592
       407;       545;         1;BR      ;30/10/2022 19:23:21;         472075;     156454011;           11;                 447511;                                     0,947966;        3829;             148352173;          2938;               117935673;                 2798;                      112533061;             1511;                   57002616;                                     0,506541;                       1287;                             55530445;                                     0,493459;                 28;                      1676718;                                     0,014217;              112;                    3725894;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:22;         472075;     156454011;          102;                 447613;                                     0,948182;       28460;             148380633;         22210;               117957883;                21468;                      112554529;            13245;                   57015861;                                     0,506562;                       8223;                             55538668;                                     0,493438;                250;                      1676968;                                     0,014217;              492;                    3726386;                                     0,031591
       407;       545;         1;BR      ;30/10/2022 19:23:23;         472075;     156454011;          205;                 447818;                                     0,948616;       73892;             148454525;         59336;               118017219;                56845;                      112611374;            26768;                   57042629;                                     0,506544;                      30077;                             55568745;                                     0,493456;                876;                      1677844;                                     0,014217;             1615;                    3728001;                                     0,031589
       407;       545;         1;BR      ;30/10/2022 19:23:24;         472075;     156454011;          119;                 447937;                                     0,948868;       38050;             148492575;         30293;               118047512;                29265;                      112640639;            16648;                   57059277;                                     0,506560;                      12617;                             55581362;                                     0,493440;                325;                      1678169;                                     0,014216;              703;                    3728704;                                     0,031586
       407;       545;         1;BR      ;30/10/2022 19:23:25;         472075;     156454011;           39;                 447976;                                     0,948951;        9819;             148502394;          7412;               118054924;                 7262;                      112647901;             5112;                   57064389;                                     0,506573;                       2150;                             55583512;                                     0,493427;                 55;                      1678224;                                     0,014216;               95;                    3728799;                                     0,031585
       407;       545;         1;BR      ;30/10/2022 19:23:27;         472075;     156454011;            6;                 447982;                                     0,948964;        1658;             148504052;          1169;               118056093;                 1135;                      112649036;              682;                   57065071;                                     0,506574;                        453;                             55583965;                                     0,493426;                 13;                      1678237;                                     0,014216;               21;                    3728820;                                     0,031585
       407;       545;         1;BR      ;30/10/2022 19:23:28;         472075;     156454011;           17;                 447999;                                     0,949000;        4832;             148508884;          3844;               118059937;                 3762;                      112652798;             2629;                   57067700;                                     0,506580;                       1133;                             55585098;                                     0,493420;                 32;                      1678269;                                     0,014215;               50;                    3728870;                                     0,031585
       407;       545;         1;BR      ;30/10/2022 19:23:29;         472075;     156454011;            5;                 448004;                                     0,949010;        1255;             148510139;           949;               118060886;                  913;                      112653711;              606;                   57068306;                                     0,506582;                        307;                             55585405;                                     0,493418;                 15;                      1678284;                                     0,014215;               21;                    3728891;                                     0,031584
       407;       545;         1;BR      ;30/10/2022 19:23:30;         472075;     156454011;           13;                 448017;                                     0,949038;        3746;             148513885;          2707;               118063593;                 2600;                      112656311;             1722;                   57070028;                                     0,506585;                        878;                             55586283;                                     0,493415;                 37;                      1678321;                                     0,014215;               70;                    3728961;                                     0,031584
       407;       545;         1;BR      ;30/10/2022 19:23:31;         472075;     156454011;          121;                 448138;                                     0,949294;       38997;             148552882;         30841;               118094434;                28962;                      112685273;            15585;                   57085613;                                     0,506593;                      13377;                             55599660;                                     0,493407;                549;                      1678870;                                     0,014216;             1330;                    3730291;                                     0,031587
       407;       545;         1;BR      ;30/10/2022 19:23:32;         472075;     156454011;          160;                 448298;                                     0,949633;       57075;             148609957;         46213;               118140647;                43546;                      112728819;            18595;                   57104208;                                     0,506563;                      24951;                             55624611;                                     0,493437;                830;                      1679700;                                     0,014218;             1837;                    3732128;                                     0,031591
       407;       545;         1;BR      ;30/10/2022 19:23:33;         472075;     156454011;           13;                 448311;                                     0,949661;        4484;             148614441;          3590;               118144237;                 3366;                      112732185;             1687;                   57105895;                                     0,506562;                       1679;                             55626290;                                     0,493438;                 67;                      1679767;                                     0,014218;              157;                    3732285;                                     0,031591
       407;       545;         1;BR      ;30/10/2022 19:23:34;         472075;     156454011;            5;                 448316;                                     0,949671;        1325;             148615766;          1100;               118145337;                 1064;                      112733249;             1000;                   57106895;                                     0,506567;                         64;                             55626354;                                     0,493433;                  5;                      1679772;                                     0,014218;               31;                    3732316;                                     0,031591
       407;       545;         1;BR      ;30/10/2022 19:23:35;         472075;     156454011;           10;                 448326;                                     0,949692;        3466;             148619232;          2846;               118148183;                 2689;                      112735938;             1408;                   57108303;                                     0,506567;                       1281;                             55627635;                                     0,493433;                 69;                      1679841;                                     0,014218;               88;                    3732404;                                     0,031591
       407;       545;         1;BR      ;30/10/2022 19:23:36;         472075;     156454011;           16;                 448342;                                     0,949726;        4605;             148623837;          3750;               118151933;                 3584;                      112739522;             1479;                   57109782;                                     0,506564;                       2105;                             55629740;                                     0,493436;                 65;                      1679906;                                     0,014218;              101;                    3732505;                                     0,031591
       407;       545;         1;BR      ;30/10/2022 19:23:37;         472075;     156454011;           48;                 448390;                                     0,949828;       16380;             148640217;         13234;               118165167;                12430;                      112751952;             9184;                   57118966;                                     0,506590;                       3246;                             55632986;                                     0,493410;                184;                      1680090;                                     0,014218;              620;                    3733125;                                     0,031592
       407;       545;         1;BR      ;30/10/2022 19:23:38;         472075;     156454011;            9;                 448399;                                     0,949847;        3002;             148643219;          2413;               118167580;                 2281;                      112754233;             1816;                   57120782;                                     0,506595;                        465;                             55633451;                                     0,493405;                 31;                      1680121;                                     0,014218;              101;                    3733226;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:39;         472075;     156454011;           10;                 448409;                                     0,949868;        2435;             148645654;          1823;               118169403;                 1767;                      112756000;              647;                   57121429;                                     0,506593;                       1120;                             55634571;                                     0,493407;                 20;                      1680141;                                     0,014218;               36;                    3733262;                                     0,031592
       407;       545;         1;BR      ;30/10/2022 19:23:40;         472075;     156454011;           18;                 448427;                                     0,949906;        6026;             148651680;          4988;               118174391;                 4709;                      112760709;             3524;                   57124953;                                     0,506603;                       1185;                             55635756;                                     0,493397;                 47;                      1680188;                                     0,014218;              232;                    3733494;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:41;         472075;     156454011;           12;                 448439;                                     0,949932;        4357;             148656037;          3769;               118178160;                 3526;                      112764235;             2103;                   57127056;                                     0,506606;                       1423;                             55637179;                                     0,493394;                 55;                      1680243;                                     0,014218;              188;                    3733682;                                     0,031594
       407;       545;         1;BR      ;30/10/2022 19:23:42;         472075;     156454011;           10;                 448449;                                     0,949953;        3371;             148659408;          2756;               118180916;                 2639;                      112766874;             1426;                   57128482;                                     0,506607;                       1213;                             55638392;                                     0,493393;                 36;                      1680279;                                     0,014218;               81;                    3733763;                                     0,031594
       407;       545;         1;BR      ;30/10/2022 19:23:43;         472075;     156454011;           20;                 448469;                                     0,949995;        7133;             148666541;          5849;               118186765;                 5641;                      112772515;             1787;                   57130269;                                     0,506597;                       3854;                             55642246;                                     0,493403;                 76;                      1680355;                                     0,014218;              132;                    3733895;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:44;         472075;     156454011;            2;                 448471;                                     0,949999;         740;             148667281;           599;               118187364;                  579;                      112773094;              244;                   57130513;                                     0,506597;                        335;                             55642581;                                     0,493403;                  7;                      1680362;                                     0,014218;               13;                    3733908;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:45;         472075;     156454011;            8;                 448479;                                     0,950016;        2560;             148669841;          2094;               118189458;                 2023;                      112775117;              863;                   57131376;                                     0,506596;                       1160;                             55643741;                                     0,493404;                 21;                      1680383;                                     0,014218;               50;                    3733958;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:46;         472075;     156454011;            6;                 448485;                                     0,950029;        1983;             148671824;          1581;               118191039;                 1520;                      112776637;              589;                   57131965;                                     0,506594;                        931;                             55644672;                                     0,493406;                 31;                      1680414;                                     0,014218;               30;                    3733988;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:47;         472075;     156454011;            2;                 448487;                                     0,950033;         601;             148672425;           480;               118191519;                  464;                      112777101;              142;                   57132107;                                     0,506593;                        322;                             55644994;                                     0,493407;                  3;                      1680417;                                     0,014218;               13;                    3734001;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:23:49;         472075;     156454011;            1;                 448488;                                     0,950035;         270;             148672695;           194;               118191713;                  190;                      112777291;               90;                   57132197;                                     0,506593;                        100;                             55645094;                                     0,493407;                  2;                      1680419;                                     0,014218;                2;                    3734003;                                     0,031593
       407;       545;         1;BR      ;30/10/2022 19:24:28;         472075;     156454011;          118;                 448606;                                     0,950285;       36385;             148709080;         28352;               118220065;                27217;                      112804508;            19802;                   57151999;                                     0,506646;                       7415;                             55652509;                                     0,493354;                339;                      1680758;                                     0,014217;              796;                    3734799;                                     0,031592
       407;       545;         1;BR      ;30/10/2022 19:24:29;         472075;     156454011;          233;                 448839;                                     0,950779;       82321;             148791401;         65694;               118285759;                62851;                      112867359;            30110;                   57182109;                                     0,506631;                      32741;                             55685250;                                     0,493369;                980;                      1681738;                                     0,014218;             1863;                    3736662;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:24:30;         472075;     156454011;          133;                 448972;                                     0,951061;       41144;             148832545;         32498;               118318257;                31354;                      112898713;            17429;                   57199538;                                     0,506645;                      13925;                             55699175;                                     0,493355;                346;                      1682084;                                     0,014217;              798;                    3737460;                                     0,031588
       407;       545;         1;BR      ;30/10/2022 19:24:31;         472075;     156454011;           38;                 449010;                                     0,951141;       10914;             148843459;          8347;               118326604;                 8120;                      112906833;             4853;                   57204391;                                     0,506651;                       3267;                             55702442;                                     0,493349;                 75;                      1682159;                                     0,014216;              152;                    3737612;                                     0,031587
       407;       545;         1;BR      ;30/10/2022 19:24:33;         472075;     156454011;           32;                 449042;                                     0,951209;       19666;             148863125;          8511;               118335115;                 8260;                      112915093;             1881;                   57206272;                                     0,506631;                       6379;                             55708821;                                     0,493369;                115;                      1682274;                                     0,014216;              136;                    3737748;                                     0,031586
       407;       545;         1;BR      ;30/10/2022 19:24:34;         472075;     156454011;           37;                 449079;                                     0,951287;       11490;             148874615;          9000;               118344115;                 8534;                      112923627;             4907;                   57211179;                                     0,506636;                       3627;                             55712448;                                     0,493364;                128;                      1682402;                                     0,014216;              338;                    3738086;                                     0,031587
       407;       545;         1;BR      ;30/10/2022 19:24:35;         472075;     156454011;           67;                 449146;                                     0,951429;       22704;             148897319;         17937;               118362052;                16878;                      112940505;             7586;                   57218765;                                     0,506627;                       9292;                             55721740;                                     0,493373;                324;                      1682726;                                     0,014217;              735;                    3738821;                                     0,031588
       407;       545;         1;BR      ;30/10/2022 19:24:36;         472075;     156454011;            1;                 449147;                                     0,951431;         399;             148897718;           321;               118362373;                  307;                      112940812;              146;                   57218911;                                     0,506627;                        161;                             55721901;                                     0,493373;                  8;                      1682734;                                     0,014217;                6;                    3738827;                                     0,031588
       407;       545;         1;BR      ;30/10/2022 19:24:37;         472075;     156454011;           25;                 449172;                                     0,951484;        8606;             148906324;          7258;               118369631;                 6819;                      112947631;             2796;                   57221707;                                     0,506622;                       4023;                             55725924;                                     0,493378;                140;                      1682874;                                     0,014217;              299;                    3739126;                                     0,031589
       407;       545;         1;BR      ;30/10/2022 19:24:38;         472075;     156454011;            4;                 449176;                                     0,951493;        1085;             148907409;           813;               118370444;                  772;                      112948403;              289;                   57221996;                                     0,506621;                        483;                             55726407;                                     0,493379;                 12;                      1682886;                                     0,014217;               29;                    3739155;                                     0,031589
       407;       545;         1;BR      ;30/10/2022 19:24:40;         472075;     156454011;           13;                 449189;                                     0,951520;        4910;             148912319;          4006;               118374450;                 3763;                      112952166;             1713;                   57223709;                                     0,506619;                       2050;                             55728457;                                     0,493381;                 80;                      1682966;                                     0,014217;              163;                    3739318;                                     0,031589
       407;       545;         1;BR      ;30/10/2022 19:24:41;         472075;     156454011;           83;                 449272;                                     0,951696;       28652;             148940971;         22629;               118397079;                21522;                      112973688;             8902;                   57232611;                                     0,506601;                      12620;                             55741077;                                     0,493399;                380;                      1683346;                                     0,014218;              727;                    3740045;                                     0,031589
       407;       545;         1;BR      ;30/10/2022 19:24:42;         472075;     156454011;           51;                 449323;                                     0,951804;       17714;             148958685;         14036;               118411115;                13143;                      112986831;             6104;                   57238715;                                     0,506596;                       7039;                             55748116;                                     0,493404;                321;                      1683667;                                     0,014219;              572;                    3740617;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:24:44;         472075;     156454011;           24;                 449347;                                     0,951855;        5251;             148963936;          4305;               118415420;                 4100;                      112990931;             1928;                   57240643;                                     0,506595;                       2172;                             55750288;                                     0,493405;                 84;                      1683751;                                     0,014219;              121;                    3740738;                                     0,031590
       407;       545;         1;BR      ;30/10/2022 19:24:45;         472075;     156454011;           21;                 449368;                                     0,951900;        6730;             148970666;          5352;               118420772;                 4977;                      112995908;             2525;                   57243168;                                     0,506595;                       2452;                             55752740;                                     0,493405;                 98;                      1683849;                                     0,014219;              277;                    3741015;                                     0,031591
       407;       545;         1;BR      ;30/10/2022 19:24:46;         472075;     156454011;           26;                 449394;                                     0,951955;        9182;             148979848;          7759;               118428531;                 7259;                      113003167;             4721;                   57247889;                                     0,506604;                       2538;                             55755278;                                     0,493396;                100;                      1683949;                                     0,014219;              400;                    3741415;                                     0,031592
       407;       545;         1;BR      ;30/10/2022 19:24:48;         472075;     156454011;            1;                 449395;                                     0,951957;         395;             148980243;           304;               118428835;                  295;                      113003462;              211;                   57248100;                                     0,506605;                         84;                             55755362;                                     0,493395;                  2;                      1683951;                                     0,014219;                7;                    3741422;                                     0,031592
