,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken,n_PCA,encoder,Fator_balanc,Normalizacao
7426,LinearDiscriminantAnalysis,0.6185416666666667,0.5649876214054466,0.5649876214054466,0.6461743228316975,0.06801629066467285,21,OneHotEncoder,0.65,NAO
7427,SVC,0.57125,0.5555207927137082,0.5555207927137084,0.6071646302564011,3.6255593299865723,21,OneHotEncoder,0.65,NAO
7428,KNeighborsClassifier,0.6004166666666667,0.5536874306632449,0.5536874306632449,0.6310073715746466,1.6485488414764404,21,OneHotEncoder,0.65,NAO
7429,NearestCentroid,0.533125,0.5529506095588747,0.5529506095588747,0.5722981780336491,0.03317618370056152,21,OneHotEncoder,0.65,NAO
7430,LabelPropagation,0.5770833333333333,0.5454471257175504,0.5454471257175504,0.611587627773329,4.5755064487457275,21,OneHotEncoder,0.65,NAO
7431,LabelSpreading,0.5775,0.5447035031876014,0.5447035031876014,0.611883702104695,6.657785892486572,21,OneHotEncoder,0.65,NAO
7432,NuSVC,0.5564583333333334,0.5416421059631877,0.5416421059631877,0.5938596668838443,5.35443377494812,21,OneHotEncoder,0.65,NAO
7433,LGBMClassifier,0.5089583333333333,0.5344008548636239,0.5344008548636239,0.549339598981694,0.6092572212219238,21,OneHotEncoder,0.65,NAO
7434,ExtraTreesClassifier,0.5114583333333333,0.5339837007614574,0.5339837007614574,0.551868974344375,1.3557713031768799,21,OneHotEncoder,0.65,NAO
7435,SGDClassifier,0.5658333333333333,0.5335053338290817,0.5335053338290817,0.6015254965283897,0.07798504829406738,21,OneHotEncoder,0.65,NAO
7436,RandomForestClassifier,0.5045833333333334,0.5299066239839426,0.5299066239839425,0.5452075000000001,3.7619543075561523,21,OneHotEncoder,0.65,NAO
7437,Perceptron,0.4452083333333333,0.5298711054281422,0.5298711054281422,0.47886772871277145,0.0410008430480957,21,OneHotEncoder,0.65,NAO
7438,AdaBoostClassifier,0.5266666666666666,0.5279070048637751,0.527907004863775,0.5667837540871872,1.3216559886932373,21,OneHotEncoder,0.65,NAO
7439,CalibratedClassifierCV,0.534375,0.5278004491963737,0.5278004491963737,0.5739109750010524,2.9392480850219727,21,OneHotEncoder,0.65,NAO
7440,LinearSVC,0.535,0.5244942006511231,0.5244942006511231,0.5744631219085155,0.8934414386749268,21,OneHotEncoder,0.65,NAO
7441,XGBClassifier,0.50125,0.5243959578372072,0.5243959578372072,0.5421908484814351,1.850532054901123,21,OneHotEncoder,0.65,NAO
7442,LogisticRegression,0.525625,0.5242047622070475,0.5242047622070474,0.5658590279865622,0.05742311477661133,21,OneHotEncoder,0.65,NAO
7443,ExtraTreeClassifier,0.490625,0.5162259342891603,0.5162259342891604,0.531927971841703,0.04500317573547363,21,OneHotEncoder,0.65,NAO
7444,BaggingClassifier,0.503125,0.5121178732395644,0.5121178732395644,0.5447065722953756,1.7512094974517822,21,OneHotEncoder,0.65,NAO
7445,DecisionTreeClassifier,0.4585416666666667,0.5037158455078852,0.5037158455078851,0.4988470038564995,0.3319985866546631,21,OneHotEncoder,0.65,NAO
7446,PassiveAggressiveClassifier,0.5441666666666667,0.49498961649028306,0.49498961649028306,0.5811667144370316,0.04800057411193848,21,OneHotEncoder,0.65,NAO
7447,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.03299856185913086,21,OneHotEncoder,0.65,NAO
7448,QuadraticDiscriminantAnalysis,0.49020833333333336,0.4242812404591113,0.4242812404591113,0.532151890627862,0.045439720153808594,21,OneHotEncoder,0.65,NAO
7449,GaussianNB,0.4920833333333333,0.42413689909405006,0.42413689909405006,0.5336725260935384,0.04201221466064453,21,OneHotEncoder,0.65,NAO
7450,BernoulliNB,0.6720833333333334,0.610823939808895,0.610823939808895,0.6919247870874469,0.051001548767089844,26,OneHotEncoder,0.65,SIM
7451,RidgeClassifier,0.655,0.6049112338390572,0.6049112338390572,0.6785030391506305,0.04599905014038086,26,OneHotEncoder,0.65,SIM
7452,RidgeClassifierCV,0.655,0.6045741854159299,0.60457418541593,0.6784610237153849,0.05824637413024902,26,OneHotEncoder,0.65,SIM
7453,LinearDiscriminantAnalysis,0.651875,0.6039159585626925,0.6039159585626923,0.676025598712139,0.07700061798095703,26,OneHotEncoder,0.65,SIM
7454,NearestCentroid,0.5720833333333334,0.5954905036984641,0.595490503698464,0.6083270667285366,0.0359799861907959,26,OneHotEncoder,0.65,SIM
7455,SGDClassifier,0.5695833333333333,0.5743365587204856,0.5743365587204856,0.6061089807587584,0.10002398490905762,26,OneHotEncoder,0.65,SIM
7456,KNeighborsClassifier,0.6177083333333333,0.5725417380816353,0.5725417380816352,0.6463628829950803,1.9668340682983398,26,OneHotEncoder,0.65,SIM
7457,SVC,0.6008333333333333,0.5670998419046409,0.5670998419046409,0.6325173910087918,4.316041707992554,26,OneHotEncoder,0.65,SIM
7458,CalibratedClassifierCV,0.5889583333333334,0.5655423154470955,0.5655423154470955,0.6226640659691947,3.8118324279785156,26,OneHotEncoder,0.65,SIM
7459,LinearSVC,0.5785416666666666,0.5625617796156741,0.5625617796156742,0.6137082209572395,1.224177598953247,26,OneHotEncoder,0.65,SIM
7460,LogisticRegression,0.569375,0.5583615214637877,0.5583615214637876,0.6056309664954252,0.0701441764831543,26,OneHotEncoder,0.65,SIM
7461,AdaBoostClassifier,0.5697916666666667,0.5515510273175479,0.5515510273175479,0.6057572987277327,1.5740549564361572,26,OneHotEncoder,0.65,SIM
7462,NuSVC,0.57,0.548651352879119,0.548651352879119,0.6058137149636335,6.004631757736206,26,OneHotEncoder,0.65,SIM
7463,RandomForestClassifier,0.5379166666666667,0.5455786199454071,0.5455786199454071,0.5770597703989104,4.610077619552612,26,OneHotEncoder,0.65,SIM
7464,XGBClassifier,0.52875,0.5444117976016662,0.5444117976016662,0.568366725817896,2.083834409713745,26,OneHotEncoder,0.65,SIM
7465,LabelSpreading,0.5704166666666667,0.5425149555791339,0.5425149555791338,0.6058639828764597,7.3005101680755615,26,OneHotEncoder,0.65,SIM
7466,LabelPropagation,0.5675,0.5409793448262311,0.5409793448262312,0.6033296248375762,4.953317165374756,26,OneHotEncoder,0.65,SIM
7467,ExtraTreesClassifier,0.5364583333333334,0.5389124671642287,0.5389124671642288,0.5757841896907718,1.4328670501708984,26,OneHotEncoder,0.65,SIM
7468,LGBMClassifier,0.5295833333333333,0.5371947293486048,0.5371947293486048,0.5693617664674508,0.5259671211242676,26,OneHotEncoder,0.65,SIM
7469,BaggingClassifier,0.538125,0.5285229117356331,0.5285229117356331,0.5773188380869053,2.4826576709747314,26,OneHotEncoder,0.65,SIM
7470,DecisionTreeClassifier,0.49645833333333333,0.5250269789881292,0.5250269789881292,0.5372630498878657,0.37376832962036133,26,OneHotEncoder,0.65,SIM
7471,Perceptron,0.5214583333333334,0.5168108568889372,0.5168108568889372,0.5620600940391779,0.042127132415771484,26,OneHotEncoder,0.65,SIM
7472,ExtraTreeClassifier,0.4979166666666667,0.5158518558823262,0.5158518558823262,0.5393596109639428,0.04500126838684082,26,OneHotEncoder,0.65,SIM
7473,PassiveAggressiveClassifier,0.5927083333333333,0.5126740787091196,0.5126740787091197,0.620179631352855,0.053020477294921875,26,OneHotEncoder,0.65,SIM
7474,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.038002729415893555,26,OneHotEncoder,0.65,SIM
7475,QuadraticDiscriminantAnalysis,0.49854166666666666,0.4667070217917676,0.4667070217917676,0.5410392701739262,0.05501699447631836,26,OneHotEncoder,0.65,SIM
7476,GaussianNB,0.5702083333333333,0.46620825058265547,0.4662082505826554,0.5968197901987099,0.04599642753601074,26,OneHotEncoder,0.65,SIM
7477,BernoulliNB,0.6739583333333333,0.6032645331350339,0.6032645331350339,0.6920998537650365,0.045218706130981445,26,OneHotEncoder,0.65,NAO
7478,LinearDiscriminantAnalysis,0.6304166666666666,0.5678933415555012,0.5678933415555011,0.6554132869149928,0.07900261878967285,26,OneHotEncoder,0.65,NAO
7479,RidgeClassifier,0.6320833333333333,0.5672781903975962,0.5672781903975962,0.6565505794271334,0.0540003776550293,26,OneHotEncoder,0.65,NAO
7480,RidgeClassifierCV,0.6320833333333333,0.566941141974469,0.566941141974469,0.6565033466660143,0.06420254707336426,26,OneHotEncoder,0.65,NAO
7481,KNeighborsClassifier,0.619375,0.5628262794992942,0.5628262794992941,0.6465469799298308,2.6562440395355225,26,OneHotEncoder,0.65,NAO
7482,LabelSpreading,0.604375,0.5626328167272749,0.5626328167272749,0.6349646958162029,8.158738851547241,26,OneHotEncoder,0.65,NAO
7483,LabelPropagation,0.6035416666666666,0.5620977712484092,0.5620977712484092,0.6342575148982112,5.575509786605835,26,OneHotEncoder,0.65,NAO
7484,NearestCentroid,0.5491666666666667,0.5619020413345304,0.5619020413345304,0.5873567823008307,0.03629326820373535,26,OneHotEncoder,0.65,NAO
7485,SVC,0.5779166666666666,0.5598011565446339,0.5598011565446339,0.6130562757100916,4.545300245285034,26,OneHotEncoder,0.65,NAO
7486,NuSVC,0.5629166666666666,0.5505073863481786,0.5505073863481786,0.5997596964504761,5.730085372924805,26,OneHotEncoder,0.65,NAO
7487,SGDClassifier,0.5539583333333333,0.5393628726803361,0.539362872680336,0.5916059759778278,0.11400103569030762,26,OneHotEncoder,0.65,NAO
7488,LGBMClassifier,0.509375,0.5356795228724385,0.5356795228724385,0.549680460814086,0.5369460582733154,26,OneHotEncoder,0.65,NAO
7489,CalibratedClassifierCV,0.55375,0.5338363365405834,0.5338363365405834,0.591262890625,3.68570876121521,26,OneHotEncoder,0.65,NAO
7490,LinearSVC,0.5489583333333333,0.5314339218833601,0.53143392188336,0.5870103794571061,1.2359733581542969,26,OneHotEncoder,0.65,NAO
7491,ExtraTreesClassifier,0.51375,0.5310734463276836,0.5310734463276836,0.5542871763329839,2.020489454269409,26,OneHotEncoder,0.65,NAO
7492,AdaBoostClassifier,0.52625,0.5289876758168512,0.5289876758168511,0.5663757301561306,1.4489424228668213,26,OneHotEncoder,0.65,NAO
7493,RandomForestClassifier,0.505625,0.5288901887168884,0.5288901887168883,0.5463216070701907,4.884249448776245,26,OneHotEncoder,0.65,NAO
7494,LogisticRegression,0.5352083333333333,0.5286725430983668,0.5286725430983668,0.5746729107351598,0.05772089958190918,26,OneHotEncoder,0.65,NAO
7495,PassiveAggressiveClassifier,0.5695833333333333,0.5258015857901595,0.5258015857901593,0.6040760677762343,0.059561967849731445,26,OneHotEncoder,0.65,NAO
7496,XGBClassifier,0.49875,0.5254872087856282,0.5254872087856282,0.5395776317189287,2.7227797508239746,26,OneHotEncoder,0.65,NAO
7497,Perceptron,0.4739583333333333,0.521703349021955,0.521703349021955,0.5136593910676479,0.042127132415771484,26,OneHotEncoder,0.65,NAO
7498,BaggingClassifier,0.50625,0.5124390516696744,0.5124390516696745,0.5477343270457943,2.2997844219207764,26,OneHotEncoder,0.65,NAO
7499,DecisionTreeClassifier,0.45916666666666667,0.504791226463289,0.5047912264632889,0.49940343552975386,0.4313321113586426,26,OneHotEncoder,0.65,NAO
7500,ExtraTreeClassifier,0.46229166666666666,0.4909563711220538,0.4909563711220538,0.5044412370680726,0.04799652099609375,26,OneHotEncoder,0.65,NAO
7501,DummyClassifier,0.5497916666666667,0.48646743024004496,0.4864674302400449,0.5849109649541323,0.038002729415893555,26,OneHotEncoder,0.65,NAO
7502,QuadraticDiscriminantAnalysis,0.49166666666666664,0.4272398605858899,0.4272398605858899,0.5335463731438269,0.057422637939453125,26,OneHotEncoder,0.65,NAO
7503,GaussianNB,0.49333333333333335,0.4259506125817305,0.4259506125817305,0.5348201736913393,0.061002492904663086,26,OneHotEncoder,0.65,NAO
7504,RidgeClassifierCV,0.59625,0.5965137403910972,0.5965137403910971,0.6302197196919835,0.06708693504333496,N/A,LabelEncoder,0.8,NAO
7505,RidgeClassifier,0.5964583333333333,0.5963104533376862,0.5963104533376862,0.6303959589774144,0.04900240898132324,N/A,LabelEncoder,0.8,NAO
7506,LinearDiscriminantAnalysis,0.5958333333333333,0.5962462176516643,0.5962462176516643,0.6298476469964013,0.10600161552429199,N/A,LabelEncoder,0.8,NAO
7507,NearestCentroid,0.5160416666666666,0.5601827920910001,0.5601827920910001,0.554741804705827,0.044144392013549805,N/A,LabelEncoder,0.8,NAO
7508,SVC,0.51875,0.5376542034321505,0.5376542034321505,0.5589009465050712,3.3859312534332275,N/A,LabelEncoder,0.8,NAO
7509,SGDClassifier,0.50625,0.5340101507498194,0.5340101507498194,0.5466274469452782,0.08898735046386719,N/A,LabelEncoder,0.8,NAO
7510,KNeighborsClassifier,0.5260416666666666,0.5295280112933893,0.5295280112933893,0.5661701862183645,1.3896563053131104,N/A,LabelEncoder,0.8,NAO
7511,LinearSVC,0.48104166666666665,0.5289476229773316,0.5289476229773316,0.5205634193778149,1.2251179218292236,N/A,LabelEncoder,0.8,NAO
7512,NuSVC,0.5,0.5283120675426903,0.5283120675426902,0.5406536816312969,5.212953805923462,N/A,LabelEncoder,0.8,NAO
7513,CalibratedClassifierCV,0.49,0.527284296566338,0.5272842965663381,0.5303469446592745,3.52152419090271,N/A,LabelEncoder,0.8,NAO
7514,AdaBoostClassifier,0.4764583333333333,0.5233084854585521,0.5233084854585521,0.5162111110133357,0.879187822341919,N/A,LabelEncoder,0.8,NAO
7515,LogisticRegression,0.469375,0.521794034696339,0.521794034696339,0.5085674279444484,0.165541410446167,N/A,LabelEncoder,0.8,NAO
7516,LabelSpreading,0.5047916666666666,0.5212771263523501,0.5212771263523501,0.5459172482885531,6.601260185241699,N/A,LabelEncoder,0.8,NAO
7517,BernoulliNB,0.49104166666666665,0.5205380381061204,0.5205380381061204,0.5320211772201576,0.04901289939880371,N/A,LabelEncoder,0.8,NAO
7518,LabelPropagation,0.503125,0.5202070353946187,0.5202070353946187,0.5443176963909916,4.900074243545532,N/A,LabelEncoder,0.8,NAO
7519,BaggingClassifier,0.4658333333333333,0.5148014134873781,0.5148014134873781,0.5055304495187213,1.0956764221191406,N/A,LabelEncoder,0.8,NAO
7520,Perceptron,0.439375,0.5143290922666279,0.514329092266628,0.4747925156668513,0.044149160385131836,N/A,LabelEncoder,0.8,NAO
7521,ExtraTreesClassifier,0.4502083333333333,0.509825037105555,0.509825037105555,0.4884712560594403,1.1879277229309082,N/A,LabelEncoder,0.8,NAO
7522,XGBClassifier,0.445,0.5088403418245353,0.5088403418245353,0.48253376308540735,1.3837730884552002,N/A,LabelEncoder,0.8,NAO
7523,RandomForestClassifier,0.44104166666666667,0.507310021069305,0.507310021069305,0.47810447250570254,2.0817296504974365,N/A,LabelEncoder,0.8,NAO
7524,PassiveAggressiveClassifier,0.3725,0.5061076801697636,0.5061076801697636,0.3862592589114088,0.061983585357666016,N/A,LabelEncoder,0.8,NAO
7525,LGBMClassifier,0.45125,0.5044269723378465,0.5044269723378465,0.4905067905825554,0.4848196506500244,N/A,LabelEncoder,0.8,NAO
7526,DecisionTreeClassifier,0.4225,0.499112791818943,0.499112791818943,0.4570737577040169,0.21523308753967285,N/A,LabelEncoder,0.8,NAO
7527,ExtraTreeClassifier,0.4429166666666667,0.4984024207029349,0.49840242070293495,0.48182288424075675,0.04799842834472656,N/A,LabelEncoder,0.8,NAO
7528,DummyClassifier,0.5183333333333333,0.48244778772297336,0.48244778772297336,0.5588234375,0.041011810302734375,N/A,LabelEncoder,0.8,NAO
7529,QuadraticDiscriminantAnalysis,0.39625,0.43979075792063793,0.43979075792063793,0.43676494039593877,0.06700968742370605,N/A,LabelEncoder,0.8,NAO
7530,GaussianNB,0.4685416666666667,0.43531164132002065,0.4353116413200207,0.5136657170982831,0.05299067497253418,N/A,LabelEncoder,0.8,NAO
7531,RidgeClassifierCV,0.59625,0.5965137403910972,0.5965137403910971,0.6302197196919835,0.06199908256530762,N/A,LabelEncoder,0.8,SIM
7532,RidgeClassifier,0.5964583333333333,0.5963104533376862,0.5963104533376862,0.6303959589774144,0.05002927780151367,N/A,LabelEncoder,0.8,SIM
7533,LinearDiscriminantAnalysis,0.5958333333333333,0.5962462176516643,0.5962462176516643,0.6298476469964013,0.08400273323059082,N/A,LabelEncoder,0.8,SIM
7534,NearestCentroid,0.5160416666666666,0.5601827920910001,0.5601827920910001,0.554741804705827,0.04101061820983887,N/A,LabelEncoder,0.8,SIM
7535,SVC,0.51875,0.5376542034321505,0.5376542034321505,0.5589009465050712,3.3562116622924805,N/A,LabelEncoder,0.8,SIM
7536,SGDClassifier,0.50625,0.5340101507498194,0.5340101507498194,0.5466274469452782,0.08014369010925293,N/A,LabelEncoder,0.8,SIM
7537,KNeighborsClassifier,0.5260416666666666,0.5295280112933893,0.5295280112933893,0.5661701862183645,1.6916115283966064,N/A,LabelEncoder,0.8,SIM
7538,LinearSVC,0.48104166666666665,0.5289476229773316,0.5289476229773316,0.5205634193778149,1.160701036453247,N/A,LabelEncoder,0.8,SIM
7539,NuSVC,0.5,0.5283120675426903,0.5283120675426902,0.5406536816312969,5.213922500610352,N/A,LabelEncoder,0.8,SIM
7540,CalibratedClassifierCV,0.49,0.527284296566338,0.5272842965663381,0.5303469446592745,3.592912197113037,N/A,LabelEncoder,0.8,SIM
7541,AdaBoostClassifier,0.4764583333333333,0.5233084854585521,0.5233084854585521,0.5162111110133357,0.870079755783081,N/A,LabelEncoder,0.8,SIM
7542,LogisticRegression,0.469375,0.521794034696339,0.521794034696339,0.5085674279444484,0.1635119915008545,N/A,LabelEncoder,0.8,SIM
7543,LabelSpreading,0.5047916666666666,0.5212771263523501,0.5212771263523501,0.5459172482885531,6.686447620391846,N/A,LabelEncoder,0.8,SIM
7544,BernoulliNB,0.49104166666666665,0.5205380381061204,0.5205380381061204,0.5320211772201576,0.04401540756225586,N/A,LabelEncoder,0.8,SIM
7545,LabelPropagation,0.503125,0.5202070353946187,0.5202070353946187,0.5443176963909916,5.017674922943115,N/A,LabelEncoder,0.8,SIM
7546,BaggingClassifier,0.4658333333333333,0.5148014134873781,0.5148014134873781,0.5055304495187213,1.1057586669921875,N/A,LabelEncoder,0.8,SIM
7547,Perceptron,0.439375,0.5143290922666279,0.514329092266628,0.4747925156668513,0.04000258445739746,N/A,LabelEncoder,0.8,SIM
7548,ExtraTreesClassifier,0.4502083333333333,0.509825037105555,0.509825037105555,0.4884712560594403,1.3197119235992432,N/A,LabelEncoder,0.8,SIM
7549,XGBClassifier,0.445,0.5088403418245353,0.5088403418245353,0.48253376308540735,1.3975131511688232,N/A,LabelEncoder,0.8,SIM
7550,RandomForestClassifier,0.44104166666666667,0.507310021069305,0.507310021069305,0.47810447250570254,2.080688953399658,N/A,LabelEncoder,0.8,SIM
7551,PassiveAggressiveClassifier,0.3725,0.5061076801697636,0.5061076801697636,0.3862592589114088,0.05800008773803711,N/A,LabelEncoder,0.8,SIM
7552,LGBMClassifier,0.45125,0.5044269723378465,0.5044269723378465,0.4905067905825554,0.45400071144104004,N/A,LabelEncoder,0.8,SIM
7553,DecisionTreeClassifier,0.4225,0.499112791818943,0.499112791818943,0.4570737577040169,0.24399328231811523,N/A,LabelEncoder,0.8,SIM
7554,ExtraTreeClassifier,0.4429166666666667,0.4984024207029349,0.49840242070293495,0.48182288424075675,0.057987213134765625,N/A,LabelEncoder,0.8,SIM
7555,DummyClassifier,0.5183333333333333,0.48244778772297336,0.48244778772297336,0.5588234375,0.04002881050109863,N/A,LabelEncoder,0.8,SIM
7556,QuadraticDiscriminantAnalysis,0.316875,0.47073044287860516,0.4707304428786052,0.31159152394482065,0.06118607521057129,N/A,LabelEncoder,0.8,SIM
7557,GaussianNB,0.4685416666666667,0.43531164132002065,0.4353116413200207,0.5136657170982831,0.04698777198791504,N/A,LabelEncoder,0.8,SIM
7558,CalibratedClassifierCV,0.49875,0.5450360173270095,0.5450360173270095,0.5379271093792777,0.15112924575805664,1,LabelEncoder,0.8,SIM
7559,NearestCentroid,0.503125,0.5434633765904,0.5434633765904,0.5426863799534539,0.016983509063720703,1,LabelEncoder,0.8,SIM
7560,LogisticRegression,0.5422916666666666,0.5429948339394159,0.5429948339394159,0.5811517899602844,0.02200007438659668,1,LabelEncoder,0.8,SIM
7561,SGDClassifier,0.47791666666666666,0.5424454298954394,0.5424454298954393,0.515361168032787,0.029161691665649414,1,LabelEncoder,0.8,SIM
7562,PassiveAggressiveClassifier,0.49354166666666666,0.5423660799303534,0.5423660799303535,0.5326256761659293,0.020005464553833008,1,LabelEncoder,0.8,SIM
7563,BernoulliNB,0.4891666666666667,0.5405682364356903,0.5405682364356903,0.528088707762315,0.021002769470214844,1,LabelEncoder,0.8,SIM
7564,Perceptron,0.4891666666666667,0.5405682364356903,0.5405682364356903,0.528088707762315,0.026012420654296875,1,LabelEncoder,0.8,SIM
7565,SVC,0.6033333333333334,0.5400558623754206,0.5400558623754205,0.6317142752320506,2.7498466968536377,1,LabelEncoder,0.8,SIM
7566,LinearSVC,0.5464583333333334,0.5396031897174536,0.5396031897174537,0.5849359293067399,0.04501605033874512,1,LabelEncoder,0.8,SIM
7567,LabelPropagation,0.598125,0.5387341186712735,0.5387341186712735,0.6276403076211533,2.100330352783203,1,LabelEncoder,0.8,SIM
7568,LabelSpreading,0.5979166666666667,0.5386003573015571,0.5386003573015571,0.6274669760770009,3.4086999893188477,1,LabelEncoder,0.8,SIM
7569,RidgeClassifierCV,0.5695833333333333,0.5379353290227409,0.537935329022741,0.6049080096052246,0.021983861923217773,1,LabelEncoder,0.8,SIM
7570,RidgeClassifier,0.569375,0.5378015676530246,0.5378015676530246,0.6047267533504944,0.023028135299682617,1,LabelEncoder,0.8,SIM
7571,LinearDiscriminantAnalysis,0.5685416666666666,0.537603570597286,0.537603570597286,0.6040209240065118,0.024001121520996094,1,LabelEncoder,0.8,SIM
7572,QuadraticDiscriminantAnalysis,0.615,0.5333904653081952,0.5333904653081952,0.6391985018726593,0.017999887466430664,1,LabelEncoder,0.8,SIM
7573,GaussianNB,0.6147916666666666,0.5332567039384788,0.5332567039384788,0.6390306395148005,0.02099609375,1,LabelEncoder,0.8,SIM
7574,AdaBoostClassifier,0.62,0.5298597697188442,0.5298597697188442,0.6420478994054984,0.2524712085723877,1,LabelEncoder,0.8,SIM
7575,LGBMClassifier,0.5664583333333333,0.5291879400144492,0.5291879400144492,0.6017742734531396,0.15610551834106445,1,LabelEncoder,0.8,SIM
7576,XGBClassifier,0.5522916666666666,0.524810844797514,0.524810844797514,0.5896632229604594,0.43251967430114746,1,LabelEncoder,0.8,SIM
7577,KNeighborsClassifier,0.5129166666666667,0.5146971249618364,0.5146971249618364,0.5540646140591464,0.14327073097229004,1,LabelEncoder,0.8,SIM
7578,NuSVC,0.47979166666666667,0.5058998588326336,0.5058998588326336,0.521535826608695,1.7852728366851807,1,LabelEncoder,0.8,SIM
7579,ExtraTreeClassifier,0.4922916666666667,0.5001065556674013,0.5001065556674013,0.5346095829790475,0.02199554443359375,1,LabelEncoder,0.8,SIM
7580,BaggingClassifier,0.5014583333333333,0.49621765166423326,0.49621765166423326,0.5436188605215319,0.15030145645141602,1,LabelEncoder,0.8,SIM
7581,ExtraTreesClassifier,0.490625,0.49499188363214264,0.4949918836321427,0.5332080698783102,0.7036561965942383,1,LabelEncoder,0.8,SIM
7582,RandomForestClassifier,0.4875,0.49298546308639624,0.4929854630863963,0.5302255586028878,1.2279787063598633,1,LabelEncoder,0.8,SIM
7583,DecisionTreeClassifier,0.4875,0.49298546308639624,0.4929854630863963,0.5302255586028878,0.03999948501586914,1,LabelEncoder,0.8,SIM
7584,DummyClassifier,0.5183333333333333,0.48244778772297336,0.48244778772297336,0.5588234375,0.019002676010131836,1,LabelEncoder,0.8,SIM
7585,NuSVC,0.54875,0.5407375163612071,0.5407375163612071,0.5870086054480278,1.715730905532837,1,LabelEncoder,0.8,NAO
7586,CalibratedClassifierCV,0.523125,0.4993432845746691,0.49934328457466903,0.5634859092908268,0.1723942756652832,1,LabelEncoder,0.8,NAO
7587,BernoulliNB,0.5285416666666667,0.49608011172475086,0.49608011172475086,0.568131461947718,0.021988868713378906,1,LabelEncoder,0.8,NAO
7588,PassiveAggressiveClassifier,0.7108333333333333,0.4944802652858261,0.4944802652858261,0.6743804957932888,0.02001953125,1,LabelEncoder,0.8,NAO
7589,Perceptron,0.7185416666666666,0.4943737096184249,0.494373709618425,0.6761357968953422,0.023997783660888672,1,LabelEncoder,0.8,NAO
7590,BaggingClassifier,0.496875,0.49361194995359914,0.49361194995359914,0.539318317066678,0.15516209602355957,1,LabelEncoder,0.8,NAO
7591,ExtraTreeClassifier,0.47770833333333335,0.49310259874914225,0.49310259874914225,0.5203840962319365,0.02315974235534668,1,LabelEncoder,0.8,NAO
7592,DecisionTreeClassifier,0.484375,0.4926642846562862,0.4926642846562862,0.527140885816522,0.03999495506286621,1,LabelEncoder,0.8,NAO
7593,RandomForestClassifier,0.4839583333333333,0.49239676191685333,0.49239676191685333,0.5267400142391977,1.2900261878967285,1,LabelEncoder,0.8,NAO
7594,LabelPropagation,0.594375,0.49015078004794255,0.49015078004794255,0.6174166639088223,2.1293606758117676,1,LabelEncoder,0.8,NAO
7595,LabelSpreading,0.594375,0.49015078004794255,0.49015078004794255,0.6174166639088223,3.468689441680908,1,LabelEncoder,0.8,NAO
7596,QuadraticDiscriminantAnalysis,0.6033333333333334,0.489835647329458,0.48983564732945795,0.6231107748271053,0.0200045108795166,1,LabelEncoder,0.8,NAO
7597,GaussianNB,0.6033333333333334,0.489835647329458,0.48983564732945795,0.6231107748271053,0.023999929428100586,1,LabelEncoder,0.8,NAO
7598,SGDClassifier,0.6033333333333334,0.489835647329458,0.48983564732945795,0.6231107748271053,0.02599954605102539,1,LabelEncoder,0.8,NAO
7599,NearestCentroid,0.5354166666666667,0.48937163896219316,0.48937163896219316,0.5736093364963096,0.018171310424804688,1,LabelEncoder,0.8,NAO
7600,ExtraTreesClassifier,0.4825,0.4887640449438202,0.4887640449438202,0.5254859311878374,0.6963653564453125,1,LabelEncoder,0.8,NAO
7601,SVC,0.599375,0.48864237499735497,0.48864237499735497,0.6203430379299191,2.942636489868164,1,LabelEncoder,0.8,NAO
7602,LinearDiscriminantAnalysis,0.5966666666666667,0.4885887193066778,0.48858871930667774,0.6185931973169406,0.0260007381439209,1,LabelEncoder,0.8,NAO
7603,RidgeClassifier,0.596875,0.4883854322532669,0.4883854322532669,0.618685529805079,0.023999691009521484,1,LabelEncoder,0.8,NAO
7604,RidgeClassifierCV,0.5966666666666667,0.4879146224604233,0.4879146224604233,0.6184534388664106,0.021000146865844727,1,LabelEncoder,0.8,NAO
7605,KNeighborsClassifier,0.4789583333333333,0.48682715008176825,0.4868271500817682,0.5220572728508664,0.1492314338684082,1,LabelEncoder,0.8,NAO
7606,LogisticRegression,0.5535416666666667,0.48651579593304983,0.4865157959330497,0.5878123713598176,0.02201223373413086,1,LabelEncoder,0.8,NAO
7607,LinearSVC,0.5616666666666666,0.4833062787738088,0.4833062787738088,0.5935313238770686,0.04900407791137695,1,LabelEncoder,0.8,NAO
7608,DummyClassifier,0.5183333333333333,0.48244778772297336,0.48244778772297336,0.5588234375,0.017020225524902344,1,LabelEncoder,0.8,NAO
7609,XGBClassifier,0.4995833333333333,0.4815318624116948,0.4815318624116948,0.5420672765998386,0.42973995208740234,1,LabelEncoder,0.8,NAO
7610,LGBMClassifier,0.47583333333333333,0.4753833736884584,0.47538337368845845,0.5195648404358264,0.15514230728149414,1,LabelEncoder,0.8,NAO
7611,AdaBoostClassifier,0.48583333333333334,0.47337770885666525,0.4733777088566652,0.5293191520624596,0.2913541793823242,1,LabelEncoder,0.8,NAO
7612,BernoulliNB,0.6204166666666666,0.5901219117749303,0.5901219117749303,0.6501245319114296,0.028032779693603516,6,LabelEncoder,0.8,SIM
