,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken,n_PCA,encoder,Fator_balanc,Normalizacao
1242,ExtraTreeClassifier,0.6310416666666666,0.5342527349287967,0.5342527349287965,0.6502859727568164,0.03725576400756836,6,OneHotEncoder,0.35,NAO
1243,Perceptron,0.7064583333333333,0.5324541357201803,0.5324541357201803,0.6918384059032271,0.03225564956665039,6,OneHotEncoder,0.35,NAO
1244,RandomForestClassifier,0.7058333333333333,0.532052851611031,0.5320528516110311,0.6913925421673465,3.313680410385132,6,OneHotEncoder,0.35,NAO
1245,DecisionTreeClassifier,0.6183333333333333,0.5304749208767491,0.5304749208767491,0.6410185444170956,0.15323448181152344,6,OneHotEncoder,0.35,NAO
1246,KNeighborsClassifier,0.6977083333333334,0.530206642423363,0.530206642423363,0.6869374210307743,0.29483795166015625,6,OneHotEncoder,0.35,NAO
1247,ExtraTreesClassifier,0.7025,0.5272162823105501,0.5272162823105501,0.6878955738066366,1.396904468536377,6,OneHotEncoder,0.35,NAO
1248,BaggingClassifier,0.6927083333333334,0.5249740790114052,0.5249740790114052,0.6825592362937734,0.8401663303375244,6,OneHotEncoder,0.35,NAO
1249,XGBClassifier,0.70125,0.5189986487834517,0.5189986487834517,0.6838112323687304,1.2447586059570312,6,OneHotEncoder,0.35,NAO
1250,LGBMClassifier,0.7075,0.5095295529498538,0.5095295529498538,0.6816860149745629,0.29430651664733887,6,OneHotEncoder,0.35,NAO
1251,RidgeClassifierCV,0.7772916666666667,0.5010859609507486,0.5010859609507486,0.6834852292948265,0.03706192970275879,6,OneHotEncoder,0.35,NAO
1252,LinearSVC,0.7777083333333333,0.5010164352670542,0.5010164352670542,0.6833120906333412,0.6603515148162842,6,OneHotEncoder,0.35,NAO
1253,SGDClassifier,0.7791666666666667,0.5009416195856874,0.5009416195856874,0.6828766357082959,0.06835055351257324,6,OneHotEncoder,0.35,NAO
1254,RidgeClassifier,0.7770833333333333,0.5006151511579049,0.5006151511579049,0.6829978482003132,0.04201793670654297,6,OneHotEncoder,0.35,NAO
1255,LinearDiscriminantAnalysis,0.7752083333333334,0.5004224440998389,0.5004224440998389,0.6831855516094482,0.09628081321716309,6,OneHotEncoder,0.35,NAO
1256,LogisticRegression,0.7760416666666666,0.50028339273245,0.50028339273245,0.6828539318782,0.05953335762023926,6,OneHotEncoder,0.35,NAO
1257,CalibratedClassifierCV,0.77875,0.5,0.5,0.6818851018973998,2.4010844230651855,6,OneHotEncoder,0.35,NAO
1258,BernoulliNB,0.77875,0.5,0.5,0.6818851018973998,0.03560590744018555,6,OneHotEncoder,0.35,NAO
1259,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.03324389457702637,6,OneHotEncoder,0.35,NAO
1260,AdaBoostClassifier,0.714375,0.4869798043003147,0.4869798043003146,0.6704536842975819,0.7247231006622314,6,OneHotEncoder,0.35,NAO
1261,LabelPropagation,0.693125,0.4787289193592755,0.47872891935927553,0.6604916894833316,8.338679075241089,6,OneHotEncoder,0.35,NAO
1262,LabelSpreading,0.6960416666666667,0.47857928799654187,0.47857928799654187,0.6611411527010805,13.900118350982666,6,OneHotEncoder,0.35,NAO
1263,SVC,0.7145833333333333,0.47767620982246767,0.4776762098224677,0.664048191503262,7.503597974777222,6,OneHotEncoder,0.35,NAO
1264,NuSVC,0.7141666666666666,0.47707163865990754,0.47707163865990754,0.6635577509069165,8.725623369216919,6,OneHotEncoder,0.35,NAO
1265,PassiveAggressiveClassifier,0.6829166666666666,0.4684670795887707,0.46846707958877076,0.6518835815338794,0.05055999755859375,6,OneHotEncoder,0.35,NAO
1266,GaussianNB,0.6254166666666666,0.4551423311659457,0.45514233116594566,0.6249087745097545,0.032004356384277344,6,OneHotEncoder,0.35,NAO
1267,QuadraticDiscriminantAnalysis,0.623125,0.4516486655603015,0.4516486655603015,0.6225497164541849,0.038306236267089844,6,OneHotEncoder,0.35,NAO
1268,NearestCentroid,0.6847916666666667,0.6442620150961419,0.6442620150961419,0.7058140922123639,0.03496074676513672,11,OneHotEncoder,0.35,SIM
1269,LGBMClassifier,0.7477083333333333,0.6057886177387225,0.6057886177387225,0.7397000108842803,0.3490018844604492,11,OneHotEncoder,0.35,SIM
1270,KNeighborsClassifier,0.7427083333333333,0.5965114732492375,0.5965114732492375,0.7338771263636349,0.5061724185943604,11,OneHotEncoder,0.35,SIM
1271,Perceptron,0.6291666666666667,0.5943916956105111,0.5943916956105111,0.6574639021157905,0.03998756408691406,11,OneHotEncoder,0.35,SIM
1272,AdaBoostClassifier,0.756875,0.5941476000036274,0.5941476000036274,0.7406223263735232,1.265838623046875,11,OneHotEncoder,0.35,SIM
1273,XGBClassifier,0.7310416666666667,0.5923913207763902,0.5923913207763902,0.726015550109521,1.7153406143188477,11,OneHotEncoder,0.35,SIM
1274,LabelSpreading,0.7214583333333333,0.591631072539471,0.591631072539471,0.7202637315501017,13.696728706359863,11,OneHotEncoder,0.35,SIM
1275,LabelPropagation,0.718125,0.5905020358933899,0.5905020358933899,0.7179821874657812,8.149836301803589,11,OneHotEncoder,0.35,SIM
1276,LinearDiscriminantAnalysis,0.7920833333333334,0.5901264460586494,0.5901264460586493,0.7552701424235442,0.10913228988647461,11,OneHotEncoder,0.35,SIM
1277,RandomForestClassifier,0.7333333333333333,0.5877958242269802,0.5877958242269802,0.7258242279451914,5.27681040763855,11,OneHotEncoder,0.35,SIM
1278,ExtraTreesClassifier,0.734375,0.5864423405367987,0.5864423405367988,0.7259434466370416,1.545564889907837,11,OneHotEncoder,0.35,SIM
1279,LogisticRegression,0.7904166666666667,0.5806301445227364,0.5806301445227364,0.7494246323529412,0.06443119049072266,11,OneHotEncoder,0.35,SIM
1280,BaggingClassifier,0.7320833333333333,0.5799152391230091,0.579915239123009,0.7224785762716247,1.6726160049438477,11,OneHotEncoder,0.35,SIM
1281,NuSVC,0.7904166666666667,0.5772596602914637,0.5772596602914637,0.7474823599297497,6.4447548389434814,11,OneHotEncoder,0.35,SIM
1282,SVC,0.759375,0.5728334436675705,0.5728334436675705,0.7328547496682067,5.9690001010894775,11,OneHotEncoder,0.35,SIM
1283,RidgeClassifierCV,0.7902083333333333,0.5707219788823293,0.5707219788823293,0.7434654010771277,0.0570073127746582,11,OneHotEncoder,0.35,SIM
1284,RidgeClassifier,0.7902083333333333,0.5707219788823293,0.5707219788823293,0.7434654010771277,0.06299853324890137,11,OneHotEncoder,0.35,SIM
1285,LinearSVC,0.7895833333333333,0.5699836463500527,0.5699836463500527,0.7428062437032492,1.0031018257141113,11,OneHotEncoder,0.35,SIM
1286,DecisionTreeClassifier,0.6583333333333333,0.5676167502486299,0.5676167502486299,0.6749797183098591,0.2779979705810547,11,OneHotEncoder,0.35,SIM
1287,BernoulliNB,0.7864583333333334,0.5646067415730337,0.5646067415730338,0.7384514998951641,0.043582916259765625,11,OneHotEncoder,0.35,SIM
1288,ExtraTreeClassifier,0.6627083333333333,0.5636847705501296,0.5636847705501296,0.6770707221001828,0.042999982833862305,11,OneHotEncoder,0.35,SIM
1289,CalibratedClassifierCV,0.7916666666666666,0.5605357105071446,0.5605357105071446,0.7371683901325058,3.274625301361084,11,OneHotEncoder,0.35,SIM
1290,GaussianNB,0.6810416666666667,0.5582663015056845,0.5582663015056845,0.6871936981136253,0.04128599166870117,11,OneHotEncoder,0.35,SIM
1291,QuadraticDiscriminantAnalysis,0.6695833333333333,0.5532687651331719,0.5532687651331719,0.6790087671114067,0.04915976524353027,11,OneHotEncoder,0.35,SIM
1292,PassiveAggressiveClassifier,0.6341666666666667,0.5487299471302518,0.5487299471302519,0.6550974767665231,0.0612034797668457,11,OneHotEncoder,0.35,SIM
1293,SGDClassifier,0.7575,0.49511959929023347,0.49511959929023347,0.6800929087987143,0.08638143539428711,11,OneHotEncoder,0.35,SIM
1294,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.03399801254272461,11,OneHotEncoder,0.35,SIM
1295,NearestCentroid,0.5108333333333334,0.5699836463500527,0.5699836463500527,0.5483205438958215,0.03495907783508301,11,OneHotEncoder,0.35,NAO
1296,KNeighborsClassifier,0.71875,0.5437165407647221,0.543716540764722,0.7020496923013515,0.8092217445373535,11,OneHotEncoder,0.35,NAO
1297,Perceptron,0.67625,0.5433930951927524,0.5433930951927524,0.680277280552296,0.038995981216430664,11,OneHotEncoder,0.35,NAO
1298,XGBClassifier,0.7058333333333333,0.5377826748041945,0.5377826748041945,0.6937143338415243,1.7222657203674316,11,OneHotEncoder,0.35,NAO
1299,DecisionTreeClassifier,0.6266666666666667,0.5364994725116607,0.5364994725116607,0.647781793366373,0.2828984260559082,11,OneHotEncoder,0.35,NAO
1300,ExtraTreesClassifier,0.715,0.533219673954772,0.533219673954772,0.6958730306554487,1.7309117317199707,11,OneHotEncoder,0.35,NAO
1301,RandomForestClassifier,0.7110416666666667,0.5300041110839054,0.5300041110839054,0.6927782601353937,4.667357683181763,11,OneHotEncoder,0.35,NAO
1302,LGBMClassifier,0.71,0.5283241589659415,0.5283241589659414,0.6915959534604484,0.36812710762023926,11,OneHotEncoder,0.35,NAO
1303,BaggingClassifier,0.6983333333333334,0.5269003938781124,0.5269003938781124,0.6859053508516482,1.4578239917755127,11,OneHotEncoder,0.35,NAO
1304,ExtraTreeClassifier,0.62375,0.5258635543343217,0.5258635543343219,0.6438103879849812,0.04711794853210449,11,OneHotEncoder,0.35,NAO
1305,LabelPropagation,0.7025,0.5059822316535324,0.5059822316535324,0.6781364426556713,8.686493873596191,11,OneHotEncoder,0.35,NAO
1306,LabelSpreading,0.7035416666666666,0.5026064574245873,0.5026064574245873,0.6767658937198068,17.344702005386353,11,OneHotEncoder,0.35,NAO
1307,RidgeClassifierCV,0.775625,0.501027015262399,0.501027015262399,0.6837727887705057,0.05258345603942871,11,OneHotEncoder,0.35,NAO
1308,RidgeClassifier,0.7754166666666666,0.5008932538926826,0.5008932538926826,0.6836662995859398,0.052242279052734375,11,OneHotEncoder,0.35,NAO
1309,LinearDiscriminantAnalysis,0.7725,0.500705836832289,0.500705836832289,0.6839988207547171,0.12050962448120117,11,OneHotEncoder,0.35,NAO
1310,LogisticRegression,0.7741666666666667,0.5004277340975113,0.5004277340975114,0.6833978649799394,0.073089599609375,11,OneHotEncoder,0.35,NAO
1311,CalibratedClassifierCV,0.77875,0.5,0.5,0.6818851018973998,3.2524573802948,11,OneHotEncoder,0.35,NAO
1312,BernoulliNB,0.77875,0.5,0.5,0.6818851018973998,0.04569506645202637,11,OneHotEncoder,0.35,NAO
1313,LinearSVC,0.7754166666666666,0.49988210862330074,0.4998821086233008,0.6825380124839637,1.3043949604034424,11,OneHotEncoder,0.35,NAO
1314,PassiveAggressiveClassifier,0.7429166666666667,0.4985641434889197,0.4985641434889197,0.6828911549892889,0.053299903869628906,11,OneHotEncoder,0.35,NAO
1315,SGDClassifier,0.7677083333333333,0.49560703479004753,0.4956070347900476,0.679352372813566,0.08952498435974121,11,OneHotEncoder,0.35,NAO
1316,AdaBoostClassifier,0.7116666666666667,0.4916448265334192,0.4916448265334192,0.672859538784067,1.0910234451293945,11,OneHotEncoder,0.35,NAO
1317,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.03455495834350586,11,OneHotEncoder,0.35,NAO
1318,NuSVC,0.7135416666666666,0.4790296935126491,0.4790296935126491,0.6648733038006905,9.23026967048645,11,OneHotEncoder,0.35,NAO
1319,SVC,0.7129166666666666,0.4786284094034998,0.4786284094034998,0.6644992837408852,7.07889986038208,11,OneHotEncoder,0.35,NAO
1320,GaussianNB,0.6229166666666667,0.4555594852681122,0.45555948526811224,0.6239219450777982,0.03960466384887695,11,OneHotEncoder,0.35,NAO
1321,QuadraticDiscriminantAnalysis,0.6235416666666667,0.4536014304153706,0.4536014304153706,0.6234781792126093,0.046941518783569336,11,OneHotEncoder,0.35,NAO
1322,NearestCentroid,0.683125,0.6428548757152832,0.6428548757152832,0.7043789212378776,0.0396270751953125,16,OneHotEncoder,0.35,SIM
1323,LGBMClassifier,0.7452083333333334,0.6038464328789981,0.6038464328789982,0.7376603345013235,0.433135986328125,16,OneHotEncoder,0.35,SIM
1324,XGBClassifier,0.7379166666666667,0.6032093660164504,0.6032093660164504,0.7332735756788369,2.0821754932403564,16,OneHotEncoder,0.35,SIM
1325,SGDClassifier,0.778125,0.6000391459827757,0.6000391459827757,0.7536712626810739,0.11528205871582031,16,OneHotEncoder,0.35,SIM
1326,RandomForestClassifier,0.7377083333333333,0.5976828298766977,0.5976828298766977,0.7314527912483377,6.363575220108032,16,OneHotEncoder,0.35,SIM
1327,KNeighborsClassifier,0.734375,0.5935203574224713,0.5935203574224713,0.728254195016203,0.7218348979949951,16,OneHotEncoder,0.35,SIM
1328,AdaBoostClassifier,0.7522916666666667,0.5932271404086297,0.5932271404086297,0.7378944302910623,1.494389295578003,16,OneHotEncoder,0.35,SIM
1329,ExtraTreesClassifier,0.740625,0.5931515690133096,0.5931515690133097,0.731609590012496,1.8279516696929932,16,OneHotEncoder,0.35,SIM
1330,LinearDiscriminantAnalysis,0.7877083333333333,0.5906879415258771,0.5906879415258772,0.7537196865673473,0.1343681812286377,16,OneHotEncoder,0.35,SIM
1331,PassiveAggressiveClassifier,0.6302083333333334,0.5849490497652753,0.5849490497652753,0.6573309460283927,0.07199931144714355,16,OneHotEncoder,0.35,SIM
1332,BaggingClassifier,0.7308333333333333,0.5831572519822377,0.5831572519822377,0.7229160594671985,2.3093323707580566,16,OneHotEncoder,0.35,SIM
1333,LabelSpreading,0.70875,0.5827975321405144,0.5827975321405143,0.7102854024957157,14.19564414024353,16,OneHotEncoder,0.35,SIM
1334,LogisticRegression,0.786875,0.5824007823150843,0.5824007823150843,0.7490485990423178,0.07386016845703125,16,OneHotEncoder,0.35,SIM
1335,LabelPropagation,0.705625,0.5818022568641499,0.5818022568641498,0.7081574285153638,8.538074731826782,16,OneHotEncoder,0.35,SIM
1336,NuSVC,0.7945833333333333,0.5799348876857923,0.5799348876857923,0.7505368466898955,7.488502264022827,16,OneHotEncoder,0.35,SIM
1337,BernoulliNB,0.78,0.5766384634219333,0.5766384634219333,0.7432593717051733,0.04957938194274902,16,OneHotEncoder,0.35,SIM
1338,SVC,0.7633333333333333,0.5760490065384372,0.576049006538437,0.7360805249870839,6.18554425239563,16,OneHotEncoder,0.35,SIM
1339,LinearSVC,0.7885416666666667,0.5750446626946342,0.5750446626946342,0.7455212130230732,1.6774165630340576,16,OneHotEncoder,0.35,SIM
1340,RidgeClassifierCV,0.788125,0.5737659946858195,0.5737659946858196,0.7446213981863302,0.0580446720123291,16,OneHotEncoder,0.35,SIM
1341,RidgeClassifier,0.7877083333333333,0.5734984719463867,0.5734984719463867,0.744319079930331,0.0559840202331543,16,OneHotEncoder,0.35,SIM
1342,Perceptron,0.631875,0.5732113006441706,0.5732113006441706,0.6571967058721474,0.07199478149414062,16,OneHotEncoder,0.35,SIM
1343,DecisionTreeClassifier,0.65875,0.5722659024887172,0.5722659024887172,0.6761451322252672,0.43358469009399414,16,OneHotEncoder,0.35,SIM
1344,QuadraticDiscriminantAnalysis,0.4633333333333333,0.564090588942998,0.564090588942998,0.4943037876003698,0.07200765609741211,16,OneHotEncoder,0.35,SIM
1345,CalibratedClassifierCV,0.7925,0.560733707562883,0.5607337075628829,0.7375133777236127,5.378223657608032,16,OneHotEncoder,0.35,SIM
1346,ExtraTreeClassifier,0.6522916666666667,0.5600301378724537,0.5600301378724536,0.6694641709824642,0.05000019073486328,16,OneHotEncoder,0.35,SIM
1347,GaussianNB,0.6645833333333333,0.5257910057948145,0.5257910057948145,0.6685529345658,0.04903888702392578,16,OneHotEncoder,0.35,SIM
1348,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.04016542434692383,16,OneHotEncoder,0.35,SIM
1349,NearestCentroid,0.6145833333333334,0.6045772082717427,0.6045772082717427,0.6462852019508568,0.036995887756347656,16,OneHotEncoder,0.35,NAO
1350,LGBMClassifier,0.7235416666666666,0.5855536209278354,0.5855536209278355,0.7196471766135544,0.7489986419677734,16,OneHotEncoder,0.35,NAO
1351,AdaBoostClassifier,0.731875,0.582814913561438,0.5828149135614381,0.7233640908406842,1.4563210010528564,16,OneHotEncoder,0.35,NAO
1352,NuSVC,0.7991666666666667,0.58085534728079,0.58085534728079,0.752689062705043,7.928899526596069,16,OneHotEncoder,0.35,NAO
1353,XGBClassifier,0.71625,0.5791867308721241,0.5791867308721241,0.7135663433223627,2.855039119720459,16,OneHotEncoder,0.35,NAO
1354,RandomForestClassifier,0.71625,0.5771644403333605,0.5771644403333605,0.7129416202212218,6.832157373428345,16,OneHotEncoder,0.35,NAO
1355,KNeighborsClassifier,0.7285416666666666,0.5769671989915753,0.5769671989915753,0.7195760575530755,1.3402643203735352,16,OneHotEncoder,0.35,NAO
1356,ExtraTreesClassifier,0.7225,0.5740992645391807,0.5740992645391807,0.7153735367430167,1.932922124862671,16,OneHotEncoder,0.35,NAO
1357,LinearDiscriminantAnalysis,0.7879166666666667,0.572284039623594,0.572284039623594,0.743666245843084,0.1382579803466797,16,OneHotEncoder,0.35,NAO
1358,LogisticRegression,0.7870833333333334,0.5717489941447282,0.5717489941447284,0.7430639051808405,0.07327651977539062,16,OneHotEncoder,0.35,NAO
1359,PassiveAggressiveClassifier,0.728125,0.5716439499052335,0.5716439499052335,0.7174753736925562,0.0611419677734375,16,OneHotEncoder,0.35,NAO
1360,LabelSpreading,0.7035416666666666,0.5679938515112768,0.5679938515112768,0.7029877853905595,15.953354120254517,16,OneHotEncoder,0.35,NAO
1361,LabelPropagation,0.6995833333333333,0.5664635307560464,0.5664635307560464,0.7002851071559575,9.2766592502594,16,OneHotEncoder,0.35,NAO
1362,SVC,0.7354166666666667,0.5645289030358541,0.5645289030358541,0.7183516607250549,9.705033302307129,16,OneHotEncoder,0.35,NAO
1363,BaggingClassifier,0.7070833333333333,0.5615045357951471,0.5615045357951471,0.7029017530164854,2.318775177001953,16,OneHotEncoder,0.35,NAO
1364,DecisionTreeClassifier,0.6360416666666666,0.5607193489977722,0.5607193489977722,0.6584168529088825,0.3971874713897705,16,OneHotEncoder,0.35,NAO
1365,LinearSVC,0.790625,0.5554852741579079,0.555485274157908,0.7333274661741255,1.6992452144622803,16,OneHotEncoder,0.35,NAO
1366,ExtraTreeClassifier,0.643125,0.5548187344511853,0.5548187344511855,0.6623089414013075,0.04913592338562012,16,OneHotEncoder,0.35,NAO
1367,RidgeClassifier,0.7872916666666666,0.5530080438193179,0.5530080438193178,0.7308034598770825,0.09299659729003906,16,OneHotEncoder,0.35,NAO
1368,RidgeClassifierCV,0.7872916666666666,0.5526709953961906,0.5526709953961907,0.7305600419616599,0.061997413635253906,16,OneHotEncoder,0.35,NAO
1369,BernoulliNB,0.7822916666666667,0.5342935434822694,0.5342935434822694,0.7155028966849052,0.0516507625579834,16,OneHotEncoder,0.35,NAO
1370,CalibratedClassifierCV,0.78625,0.5273976536593181,0.5273976536593181,0.7096402394182055,5.767691612243652,16,OneHotEncoder,0.35,NAO
1371,SGDClassifier,0.7772916666666667,0.5122085589139483,0.5122085589139483,0.6953119492664243,0.14100003242492676,16,OneHotEncoder,0.35,NAO
1372,Perceptron,0.6541666666666667,0.5039357582682664,0.5039357582682664,0.6561010274326589,0.03954172134399414,16,OneHotEncoder,0.35,NAO
1373,DummyClassifier,0.62875,0.48795391958598966,0.48795391958598966,0.6375944581200258,0.044037580490112305,16,OneHotEncoder,0.35,NAO
1374,GaussianNB,0.6233333333333333,0.4605456859313268,0.46054568593132683,0.6259211960916267,0.044893741607666016,16,OneHotEncoder,0.35,NAO
1375,QuadraticDiscriminantAnalysis,0.6208333333333333,0.4565812105328388,0.45658121053283873,0.623317832814136,0.06277704238891602,16,OneHotEncoder,0.35,NAO
1376,NearestCentroid,0.7272916666666667,0.6668306565945111,0.6668306565945111,0.7404472047543363,0.04413342475891113,21,OneHotEncoder,0.35,SIM
1377,BernoulliNB,0.7933333333333333,0.6421603745922924,0.6421603745922924,0.7779089054283169,0.05795407295227051,21,OneHotEncoder,0.35,SIM
1378,LinearDiscriminantAnalysis,0.7883333333333333,0.6268163584865165,0.6268163584865165,0.7696531276454103,0.15790271759033203,21,OneHotEncoder,0.35,SIM
1379,PassiveAggressiveClassifier,0.69625,0.6195992902334552,0.6195992902334551,0.7105176676397118,0.07867693901062012,21,OneHotEncoder,0.35,SIM
1380,LogisticRegression,0.7904166666666667,0.6166943257973538,0.6166943257973538,0.7668374564891007,0.0908501148223877,21,OneHotEncoder,0.35,SIM
